"lat","lon","Nucifraga_caryocatactes","Merops_apiaster","Grus_grus","Coenagrion_mercuriale","Ophiogomphus_cecilia","Phaneroptera_falcata","Pinus_cembra","Corylus_avellana"
42.75,-6.75,0,0,0,1,0,0,0,1
42.75,-6.25,0,1,0,1,0,0,0,1
42.75,-5.75,0,1,0,1,0,0,0,1
42.75,-5.25,0,1,0,1,0,0,0,1
42.75,-4.75,0,1,0,1,0,0,0,1
42.75,-4.25,0,0,0,1,0,0,0,1
42.75,-3.75,0,1,0,1,0,0,0,1
42.75,-3.25,0,1,0,1,0,0,0,1
42.75,-2.75,0,1,0,1,0,0,0,1
42.75,-2.25,0,1,0,1,0,0,0,1
42.75,-1.75,0,0,0,1,0,1,0,1
42.75,-1.25,0,1,0,1,0,0,0,1
42.75,-0.75,0,1,0,1,0,0,0,1
42.75,-0.25,0,1,0,1,0,0,0,1
42.75,0.25,0,1,0,1,0,0,0,1
42.75,0.75,0,1,0,1,0,0,0,1
42.75,1.25,0,0,0,1,0,0,0,1
42.75,1.75,0,0,0,1,0,0,0,1
42.75,2.25,0,0,0,1,0,0,0,1
42.75,2.75,0,1,0,1,0,0,0,1
42.75,3.25,0,0,0,1,0,0,0,0
42.75,8.75,0,0,0,0,0,0,0,0
42.75,9.25,0,1,0,0,0,0,0,0
42.75,10.25,0,0,0,1,0,0,0,1
42.75,10.75,0,0,0,1,0,0,0,0
42.75,11.25,0,1,0,1,0,0,0,1
42.75,11.75,0,1,0,1,0,0,0,1
42.75,12.25,0,1,0,1,0,0,0,1
42.75,12.75,0,1,0,1,0,0,0,1
42.75,13.25,0,0,0,1,0,0,0,1
42.75,13.75,0,0,0,1,0,0,0,0
42.75,14.25,0,1,0,1,0,0,0,0
42.75,16.75,0,0,0,0,0,0,0,0
42.75,17.25,0,0,0,0,0,0,0,0
42.75,17.75,0,1,0,0,0,0,0,0
42.75,18.25,1,1,0,0,0,0,0,0
42.75,18.75,0,0,0,0,0,0,0,1
42.75,19.25,0,0,0,0,0,0,0,1
42.75,19.75,0,0,0,0,0,0,0,1
42.75,20.25,1,0,0,0,0,0,0,1
42.75,20.75,0,0,0,0,0,0,0,1
42.75,21.25,0,0,0,0,0,0,0,1
42.75,21.75,0,0,0,0,0,0,0,1
42.75,22.25,0,0,0,0,1,0,0,1
42.75,22.75,0,1,0,0,1,0,0,1
42.75,23.25,1,1,0,0,1,0,0,1
42.75,23.75,0,1,0,0,1,0,0,1
42.75,24.25,1,1,0,0,1,0,0,1
42.75,24.75,0,1,0,0,1,0,0,1
42.75,25.25,0,1,0,0,1,0,0,1
42.75,25.75,0,0,0,0,1,0,0,1
42.75,26.25,0,1,0,0,1,0,0,1
42.75,26.75,0,1,0,0,1,0,0,0
42.75,27.25,0,1,0,0,1,0,0,0
42.75,27.75,0,1,0,0,0,0,0,0
43.25,-9.25,0,0,0,1,0,0,0,0
43.25,-8.75,0,0,0,1,0,0,0,1
43.25,-8.25,0,0,0,1,0,1,0,1
43.25,-7.75,0,0,0,1,0,0,0,1
43.25,-7.25,0,0,0,1,0,0,0,1
43.25,-6.75,0,0,0,1,0,0,0,1
43.25,-6.25,0,0,0,1,0,0,0,1
43.25,-5.75,0,0,0,1,0,0,0,1
43.25,-5.25,0,0,0,1,0,0,0,1
43.25,-4.75,0,0,0,1,0,0,0,1
43.25,-4.25,0,0,0,1,0,0,0,1
43.25,-3.75,0,0,0,1,0,0,0,1
43.25,-3.25,0,0,0,1,0,0,0,1
43.25,-2.75,0,0,0,1,0,0,0,1
43.25,-2.25,0,0,0,1,0,0,0,1
43.25,-1.75,0,0,0,1,0,0,0,1
43.25,-1.25,0,0,0,1,0,0,0,1
43.25,-0.75,0,1,0,1,0,0,0,1
43.25,-0.25,0,1,0,1,0,0,0,1
43.25,0.25,0,1,0,1,0,0,0,1
43.25,0.75,0,0,0,1,0,0,0,1
43.25,1.25,0,1,0,1,0,0,0,1
43.25,1.75,0,0,0,1,0,0,0,1
43.25,2.25,0,1,0,1,0,0,0,1
43.25,2.75,0,1,0,1,0,0,0,1
43.25,3.25,0,0,0,1,0,0,0,0
43.25,3.75,0,0,0,1,0,0,0,0
43.25,4.25,0,0,0,1,1,0,0,0
43.25,4.75,0,0,0,1,1,0,0,0
43.25,5.25,0,0,0,1,1,0,0,0
43.25,5.75,0,0,0,1,1,0,0,1
43.25,6.25,0,1,0,1,0,0,0,1
43.25,6.75,0,0,0,1,0,0,0,0
43.25,10.25,0,0,0,1,0,0,0,0
43.25,10.75,0,1,0,1,0,0,0,1
43.25,11.25,0,1,0,1,0,0,0,1
43.25,11.75,0,1,0,1,0,0,0,1
43.25,12.25,0,0,0,1,0,0,0,1
43.25,12.75,0,0,0,1,0,0,0,1
43.25,13.25,0,0,0,1,0,0,0,1
43.25,13.75,0,0,0,1,0,0,0,0
43.25,16.25,0,0,0,0,0,0,0,0
43.25,16.75,0,1,0,0,0,0,0,0
43.25,17.25,0,0,0,0,0,0,0,0
43.25,17.75,0,1,0,0,0,0,0,1
43.25,18.25,0,0,0,0,0,0,0,1
43.25,18.75,1,0,0,0,0,1,0,1
43.25,19.25,1,0,0,0,0,0,0,1
43.25,19.75,0,0,0,0,0,0,0,1
43.25,20.25,0,0,0,0,0,0,0,1
43.25,20.75,1,0,0,0,0,0,0,1
43.25,21.25,0,1,0,0,0,0,0,1
43.25,21.75,0,1,0,0,0,0,0,1
43.25,22.25,0,0,0,0,1,0,0,1
43.25,22.75,0,0,0,0,1,0,0,1
43.25,23.25,1,1,0,0,1,0,0,1
43.25,23.75,1,1,0,0,1,0,0,1
43.25,24.25,0,1,0,0,1,0,0,1
43.25,24.75,0,1,0,0,1,0,0,1
43.25,25.25,0,1,0,0,1,0,0,1
43.25,25.75,0,0,0,0,1,0,0,1
43.25,26.25,0,1,0,0,1,0,0,1
43.25,26.75,0,1,0,0,1,0,0,0
43.25,27.25,0,1,0,0,1,0,0,0
43.25,27.75,0,1,0,0,1,0,0,0
43.25,28.25,0,0,0,0,1,0,0,0
43.25,28.75,0,0,0,0,0,0,0,0
43.75,-8.25,0,0,0,1,0,0,0,0
43.75,-7.75,0,0,0,1,0,0,0,0
43.75,-7.25,0,0,0,1,0,0,0,0
43.75,-6.75,0,0,0,1,0,0,0,0
43.75,-6.25,0,0,0,1,0,0,0,0
43.75,-5.75,0,0,0,1,0,0,0,0
43.75,-1.75,0,0,0,1,0,0,0,0
43.75,-1.25,0,1,0,1,0,0,0,1
43.75,-0.75,0,0,0,1,0,0,0,1
43.75,-0.25,0,0,0,1,0,0,0,1
43.75,0.25,0,1,0,1,0,0,0,1
43.75,0.75,0,1,0,1,0,0,0,1
43.75,1.25,0,1,0,1,0,0,0,1
43.75,1.75,0,0,0,1,0,0,0,1
43.75,2.25,0,1,0,1,0,0,0,1
43.75,2.75,0,1,0,1,0,0,0,1
43.75,3.25,0,1,0,1,0,0,0,1
43.75,3.75,0,1,0,1,0,0,0,1
43.75,4.25,0,0,0,1,1,0,0,1
43.75,4.75,0,1,0,1,1,0,0,1
43.75,5.25,0,1,0,1,1,0,0,1
43.75,5.75,0,1,0,1,1,0,0,1
43.75,6.25,1,1,0,1,0,0,0,1
43.75,6.75,0,1,0,1,0,0,0,1
43.75,7.25,0,0,0,1,0,0,0,1
43.75,7.75,0,0,0,1,0,0,0,0
43.75,8.25,0,0,0,1,0,0,0,0
43.75,10.25,0,0,0,1,0,0,0,0
43.75,10.75,0,1,0,1,0,0,0,1
43.75,11.25,0,1,0,1,0,0,0,1
43.75,11.75,0,0,0,1,0,0,0,1
43.75,12.25,0,1,0,1,0,0,0,1
43.75,12.75,0,1,0,1,0,0,0,1
43.75,13.25,0,0,0,1,0,0,0,0
43.75,13.75,0,0,0,1,0,0,0,0
43.75,15.25,0,0,0,0,0,0,0,0
43.75,15.75,0,0,0,0,0,0,0,0
43.75,16.25,0,0,0,0,0,0,0,0
43.75,16.75,0,0,0,0,0,0,0,1
43.75,17.25,0,0,0,0,0,0,0,1
43.75,17.75,1,1,0,0,0,0,0,1
43.75,18.25,0,0,0,0,0,0,0,1
43.75,18.75,1,0,0,0,0,0,0,1
43.75,19.25,0,0,0,0,0,0,0,1
43.75,19.75,0,0,0,0,0,0,0,1
43.75,20.25,1,0,0,0,0,0,0,1
43.75,20.75,0,0,0,0,0,0,0,1
43.75,21.25,0,1,0,0,0,0,0,1
43.75,21.75,0,0,0,0,0,0,0,1
43.75,22.25,0,0,0,0,1,0,0,1
43.75,22.75,1,1,0,0,1,0,0,1
43.75,23.25,0,1,0,0,1,0,0,1
43.75,23.75,0,1,0,0,1,0,0,1
43.75,24.25,0,1,0,0,1,0,0,1
43.75,24.75,0,1,0,0,1,0,0,1
43.75,25.25,0,1,0,0,1,0,0,1
43.75,25.75,0,0,0,0,1,0,0,1
43.75,26.25,0,1,0,0,1,0,0,1
43.75,26.75,0,1,0,0,1,0,0,1
43.75,27.25,0,1,0,0,1,0,0,0
43.75,27.75,0,1,0,0,1,0,0,0
43.75,28.25,0,0,0,0,1,0,0,0
43.75,28.75,0,1,0,0,1,0,0,0
44.25,-1.25,0,0,0,1,0,0,0,1
44.25,-0.75,0,0,0,1,0,0,0,1
44.25,-0.25,0,0,0,1,0,0,0,1
44.25,0.25,0,0,0,1,0,0,0,1
44.25,0.75,0,0,0,1,0,0,0,1
44.25,1.25,0,1,0,1,0,0,0,1
44.25,1.75,0,0,0,1,0,0,0,1
44.25,2.25,0,0,0,1,0,0,0,1
44.25,2.75,0,1,0,1,0,0,0,1
44.25,3.25,1,1,0,1,0,0,0,1
44.25,3.75,0,1,0,1,1,0,0,1
44.25,4.25,0,0,0,1,1,0,0,1
44.25,4.75,0,1,0,1,1,0,0,1
44.25,5.25,0,1,0,1,1,0,0,1
44.25,5.75,1,1,0,1,1,0,0,1
44.25,6.25,0,0,0,1,0,0,1,1
44.25,6.75,1,0,0,1,0,0,1,1
44.25,7.25,1,1,0,1,1,0,1,1
44.25,7.75,0,0,0,1,1,0,0,1
44.25,8.25,0,1,0,1,1,0,0,1
44.25,8.75,0,1,0,1,1,0,0,0
44.25,9.25,0,0,0,1,1,0,0,0
44.25,9.75,0,1,0,1,1,0,0,1
44.25,10.25,0,0,0,1,1,0,0,1
44.25,10.75,0,1,0,1,1,0,0,1
44.25,11.25,0,1,0,1,1,0,0,1
44.25,11.75,0,1,0,1,0,0,0,1
44.25,12.25,0,0,0,1,0,0,0,1
44.25,12.75,0,0,0,1,0,0,0,0
44.25,14.75,0,0,0,0,0,0,0,0
44.25,15.25,0,1,0,0,0,0,0,0
44.25,15.75,0,1,0,0,0,0,0,1
44.25,16.25,0,0,0,0,0,0,0,1
44.25,16.75,0,0,0,0,0,0,0,1
44.25,17.25,1,0,0,0,0,0,0,1
44.25,17.75,1,0,0,0,1,0,0,1
44.25,18.25,1,0,0,0,1,0,0,1
44.25,18.75,0,0,0,0,1,0,0,1
44.25,19.25,1,0,0,0,1,0,0,1
44.25,19.75,0,0,0,0,1,0,0,1
44.25,20.25,1,1,0,0,1,0,0,1
44.25,20.75,0,1,0,0,1,0,0,1
44.25,21.25,0,1,0,0,1,0,0,1
44.25,21.75,0,0,0,0,1,0,0,1
44.25,22.25,0,0,0,0,1,0,0,1
44.25,22.75,0,1,0,0,1,0,0,1
44.25,23.25,0,1,0,0,1,0,0,1
44.25,23.75,0,1,0,0,1,0,0,1
44.25,24.25,0,1,0,0,1,0,0,1
44.25,24.75,0,1,0,0,1,0,0,1
44.25,25.25,0,1,0,0,1,0,0,1
44.25,25.75,0,0,0,0,1,0,0,1
44.25,26.25,0,1,0,0,1,0,0,1
44.25,26.75,0,1,0,0,1,0,0,0
44.25,27.25,0,1,0,0,1,0,0,0
44.25,27.75,0,1,0,0,1,0,0,0
44.25,28.25,0,0,0,0,1,0,0,0
44.25,28.75,0,1,0,0,1,0,0,0
44.75,-1.25,0,0,0,1,0,0,0,0
44.75,-0.75,0,0,0,1,0,0,0,1
44.75,-0.25,0,1,0,1,0,0,0,1
44.75,0.25,0,0,0,1,0,0,0,1
44.75,0.75,0,0,0,1,0,0,0,1
44.75,1.25,0,1,0,1,0,0,0,1
44.75,1.75,0,0,0,1,0,0,0,1
44.75,2.25,0,0,0,1,0,0,0,1
44.75,2.75,0,0,0,1,0,0,0,1
44.75,3.25,0,0,0,1,0,0,0,1
44.75,3.75,0,0,0,1,1,0,0,1
44.75,4.25,0,0,0,1,1,0,0,1
44.75,4.75,0,1,0,1,1,0,0,1
44.75,5.25,1,1,0,1,1,0,0,1
44.75,5.75,1,0,0,1,1,1,0,1
44.75,6.25,1,0,0,1,0,0,1,1
44.75,6.75,1,0,0,1,1,0,1,1
44.75,7.25,1,1,0,1,1,1,0,1
44.75,7.75,0,0,0,1,1,0,0,1
44.75,8.25,0,1,0,1,1,0,0,1
44.75,8.75,0,1,0,1,1,0,0,1
44.75,9.25,0,1,0,1,1,0,0,1
44.75,9.75,0,1,0,1,1,0,0,1
44.75,10.25,0,0,0,1,1,0,0,1
44.75,10.75,0,1,0,1,1,0,0,0
44.75,11.25,0,0,0,1,1,0,0,0
44.75,11.75,0,1,0,1,1,0,0,0
44.75,12.25,0,0,0,1,1,0,0,0
44.75,13.75,0,0,0,0,0,0,0,0
44.75,14.25,0,0,0,0,0,0,0,0
44.75,14.75,1,1,0,0,0,0,0,0
44.75,15.25,1,0,0,0,0,0,0,0
44.75,15.75,1,0,0,0,1,0,0,1
44.75,16.25,0,0,0,0,1,0,0,1
44.75,16.75,0,0,0,0,1,0,0,1
44.75,17.25,0,0,0,0,1,0,0,1
44.75,17.75,0,0,0,0,1,0,0,1
44.75,18.25,0,0,0,0,1,0,0,1
44.75,18.75,0,0,0,0,1,0,0,1
44.75,19.25,0,1,0,0,1,0,0,1
44.75,19.75,0,0,0,0,1,0,0,1
44.75,20.25,0,1,0,0,1,0,0,1
44.75,20.75,0,1,0,0,1,0,0,1
44.75,21.25,0,1,0,0,1,0,0,1
44.75,21.75,0,0,0,0,1,0,0,1
44.75,22.25,0,0,0,0,1,0,0,1
44.75,22.75,0,0,0,0,1,0,0,1
44.75,23.25,0,0,0,0,1,0,0,1
44.75,23.75,0,1,0,0,1,0,0,1
44.75,24.25,0,1,0,0,1,0,0,1
44.75,24.75,0,1,0,0,1,0,0,1
44.75,25.25,0,1,0,0,1,0,0,1
44.75,25.75,0,0,0,0,1,0,0,1
44.75,26.25,0,1,0,0,1,0,0,1
44.75,26.75,0,1,0,0,1,0,0,0
44.75,27.25,0,1,0,0,1,0,0,0
44.75,27.75,0,1,0,0,1,0,0,0
44.75,28.25,0,0,0,0,1,0,0,0
44.75,28.75,0,1,0,0,1,0,0,0
44.75,29.25,0,1,1,0,1,0,0,0
44.75,29.75,0,0,0,0,1,0,0,0
45.25,-1.25,0,0,0,1,0,0,0,0
45.25,-0.75,0,0,0,1,0,0,0,1
45.25,-0.25,0,1,0,1,0,0,0,1
45.25,0.25,0,0,0,1,0,0,0,1
45.25,0.75,0,0,0,1,0,0,0,1
45.25,1.25,0,0,0,1,0,0,0,1
45.25,1.75,0,0,0,1,0,0,0,1
45.25,2.25,0,0,0,1,0,0,0,1
45.25,2.75,0,0,0,1,1,0,0,1
45.25,3.25,0,0,0,1,1,1,0,1
45.25,3.75,0,0,0,1,1,0,0,1
45.25,4.25,0,0,0,1,1,0,0,1
45.25,4.75,0,1,0,1,1,0,0,1
45.25,5.25,1,1,0,1,1,0,0,1
45.25,5.75,1,1,0,1,0,0,0,1
45.25,6.25,1,0,0,1,0,0,1,1
45.25,6.75,0,0,0,1,1,0,1,1
45.25,7.25,1,1,0,1,1,0,0,1
45.25,7.75,0,0,0,1,1,0,0,1
45.25,8.25,0,1,0,1,1,0,0,1
45.25,8.75,0,1,0,1,1,0,0,1
45.25,9.25,0,1,0,1,1,0,0,0
45.25,9.75,0,1,0,1,1,0,0,0
45.25,10.25,0,0,0,1,1,0,0,0
45.25,10.75,0,1,0,1,1,1,0,0
45.25,11.25,0,0,0,1,1,0,0,0
45.25,11.75,0,0,0,1,1,0,0,0
45.25,12.25,0,1,0,1,1,0,0,0
45.25,12.75,0,0,0,0,1,0,0,0
45.25,13.75,0,0,0,0,0,0,0,0
45.25,14.25,0,0,0,0,0,0,0,0
45.25,14.75,1,1,0,0,0,0,0,0
45.25,15.25,1,1,0,0,0,0,0,1
45.25,15.75,0,0,0,0,1,0,0,1
45.25,16.25,0,0,0,0,1,0,0,1
45.25,16.75,0,1,0,0,1,0,0,1
45.25,17.25,0,0,0,0,1,0,0,1
45.25,17.75,1,0,0,0,1,0,0,1
45.25,18.25,0,1,0,0,1,0,0,1
45.25,18.75,0,1,0,0,1,0,0,1
45.25,19.25,0,1,0,0,1,0,0,1
45.25,19.75,0,0,0,0,1,0,0,1
45.25,20.25,0,1,0,0,1,0,0,1
45.25,20.75,0,1,0,0,1,0,0,1
45.25,21.25,0,1,0,0,1,0,0,1
45.25,21.75,0,0,0,0,1,0,0,1
45.25,22.25,0,0,0,0,1,0,0,1
45.25,22.75,1,0,0,0,1,0,1,1
45.25,23.25,0,0,0,0,1,0,0,1
45.25,23.75,1,0,0,0,1,0,1,1
45.25,24.25,1,0,0,0,1,0,0,1
45.25,24.75,1,0,0,0,1,0,0,1
45.25,25.25,0,1,0,0,1,0,0,1
45.25,25.75,0,0,0,0,1,0,0,1
45.25,26.25,1,0,0,0,1,0,0,1
45.25,26.75,0,1,0,0,1,0,0,1
45.25,27.25,0,1,0,0,1,0,0,0
45.25,27.75,0,1,0,0,1,0,0,0
45.25,28.25,0,0,0,0,1,0,0,0
45.25,28.75,0,1,0,0,1,0,0,0
45.25,29.25,0,1,0,0,1,0,0,0
45.25,29.75,0,1,0,0,1,0,0,0
45.75,-1.25,0,0,0,1,0,0,0,0
45.75,-0.75,0,0,0,1,0,0,0,1
45.75,-0.25,0,1,0,1,0,0,0,1
45.75,0.25,0,0,0,1,0,0,0,1
45.75,0.75,0,0,0,1,0,0,0,1
45.75,1.25,0,0,0,1,0,0,0,1
45.75,1.75,0,0,0,1,0,0,0,1
45.75,2.25,0,0,0,1,1,0,0,1
45.75,2.75,0,0,0,1,1,0,0,1
45.75,3.25,0,0,0,1,1,0,0,1
45.75,3.75,0,0,0,1,1,0,0,1
45.75,4.25,0,0,0,1,1,0,0,1
45.75,4.75,0,1,0,1,1,0,0,1
45.75,5.25,1,1,0,1,1,0,0,1
45.75,5.75,0,1,0,1,1,0,0,1
45.75,6.25,1,0,0,1,1,0,0,1
45.75,6.75,1,0,0,1,1,0,1,1
45.75,7.25,0,0,0,1,1,0,0,1
45.75,7.75,0,0,0,1,1,0,1,1
45.75,8.25,0,0,0,1,1,0,0,1
45.75,8.75,0,0,0,1,1,0,0,1
45.75,9.25,0,1,0,1,1,1,0,1
45.75,9.75,1,0,0,0,1,0,0,1
45.75,10.25,0,0,0,0,1,0,0,1
45.75,10.75,1,0,0,0,1,0,0,1
45.75,11.25,0,0,0,0,1,0,0,1
45.75,11.75,1,1,0,0,1,0,0,1
45.75,12.25,0,1,0,0,1,0,0,1
45.75,12.75,0,1,0,0,0,0,0,1
45.75,13.25,0,1,0,0,0,0,0,0
45.75,13.75,0,0,0,0,0,0,0,1
45.75,14.25,1,0,0,0,0,0,0,1
45.75,14.75,0,0,0,0,0,0,0,1
45.75,15.25,1,0,0,0,0,0,0,1
45.75,15.75,0,1,0,0,1,0,0,1
45.75,16.25,0,0,0,0,1,0,0,1
45.75,16.75,0,0,0,0,1,0,0,1
45.75,17.25,0,1,0,0,1,0,0,1
45.75,17.75,0,1,0,0,1,0,0,1
45.75,18.25,0,1,0,0,1,0,0,1
45.75,18.75,0,1,0,0,1,0,0,1
45.75,19.25,0,1,0,0,1,0,0,1
45.75,19.75,0,0,0,0,1,0,0,1
45.75,20.25,0,1,0,0,1,0,0,1
45.75,20.75,0,1,0,0,1,0,0,1
45.75,21.25,0,1,0,0,1,0,0,1
45.75,21.75,0,1,0,0,1,0,0,1
45.75,22.25,0,0,0,0,1,0,0,1
45.75,22.75,1,1,0,0,1,0,0,1
45.75,23.25,1,1,0,0,1,0,0,1
45.75,23.75,1,1,0,0,1,0,0,1
45.75,24.25,0,1,0,0,1,0,0,1
45.75,24.75,0,1,0,0,1,0,0,1
45.75,25.25,1,0,0,0,1,0,0,1
45.75,25.75,0,0,0,0,1,0,0,1
45.75,26.25,1,1,0,0,1,0,0,1
45.75,26.75,1,1,0,0,1,0,0,1
45.75,27.25,0,1,0,0,1,0,0,1
45.75,27.75,0,1,0,0,1,0,0,1
45.75,28.25,0,0,0,0,1,0,0,1
45.75,28.75,0,1,0,0,1,0,0,1
45.75,29.25,0,1,0,0,0,0,0,0
45.75,29.75,0,1,0,0,0,0,0,0
46.25,-1.75,0,0,0,1,0,0,0,0
46.25,-1.25,0,0,0,1,0,0,0,0
46.25,-0.75,0,0,0,1,0,0,0,1
46.25,-0.25,0,0,0,1,0,0,0,1
46.25,0.25,0,0,0,1,0,0,0,1
46.25,0.75,0,0,0,1,0,0,0,1
46.25,1.25,0,0,0,1,0,0,0,1
46.25,1.75,0,0,0,1,1,0,0,1
46.25,2.25,0,0,0,1,1,0,0,1
46.25,2.75,0,0,0,1,1,0,0,1
46.25,3.25,0,1,0,1,1,0,0,1
46.25,3.75,0,0,0,1,1,0,0,1
46.25,4.25,0,0,0,1,1,0,0,1
46.25,4.75,0,0,0,1,1,0,0,1
46.25,5.25,1,1,0,1,0,0,0,1
46.25,5.75,0,0,0,1,1,0,0,1
46.25,6.25,1,0,0,1,1,1,0,1
46.25,6.75,1,0,0,1,1,0,1,1
46.25,7.25,0,0,0,1,1,0,1,1
46.25,7.75,0,0,0,1,1,0,1,1
46.25,8.25,0,0,0,1,0,0,1,1
46.25,8.75,0,0,0,1,1,0,0,1
46.25,9.25,0,0,0,1,1,0,0,1
46.25,9.75,1,0,0,1,1,0,1,1
46.25,10.25,0,0,0,0,1,0,1,1
46.25,10.75,0,0,0,0,1,0,1,1
46.25,11.25,1,0,0,0,1,0,1,1
46.25,11.75,0,0,0,0,1,0,0,1
46.25,12.25,0,0,0,0,0,0,0,1
46.25,12.75,0,0,0,0,0,0,0,1
46.25,13.25,1,1,0,0,0,0,0,1
46.25,13.75,0,0,0,0,1,0,0,1
46.25,14.25,1,0,0,0,1,0,0,1
46.25,14.75,1,0,0,0,1,0,0,1
46.25,15.25,1,1,0,0,1,0,0,1
46.25,15.75,0,1,0,0,1,0,0,1
46.25,16.25,0,0,0,0,1,0,0,1
46.25,16.75,0,1,0,0,1,0,0,1
46.25,17.25,0,1,0,0,1,0,0,1
46.25,17.75,0,0,0,0,1,0,0,1
46.25,18.25,0,1,0,0,1,0,0,1
46.25,18.75,0,1,0,0,1,0,0,1
46.25,19.25,0,1,0,0,1,0,0,1
46.25,19.75,0,0,0,0,1,1,0,1
46.25,20.25,0,1,0,0,1,0,0,1
46.25,20.75,0,1,0,0,1,0,0,1
46.25,21.25,0,1,0,0,1,0,0,1
46.25,21.75,0,1,0,0,1,0,0,1
46.25,22.25,0,0,0,0,1,0,0,1
46.25,22.75,1,1,0,0,1,0,0,1
46.25,23.25,1,0,0,0,1,0,0,1
46.25,23.75,0,0,0,0,1,0,0,1
46.25,24.25,0,1,0,0,1,0,0,1
46.25,24.75,0,1,0,0,1,0,0,1
46.25,25.25,1,1,0,0,1,0,0,1
46.25,25.75,0,0,0,0,1,0,0,1
46.25,26.25,1,0,0,0,1,0,0,1
46.25,26.75,1,1,0,0,1,0,0,1
46.25,27.25,0,1,0,0,1,0,0,1
46.25,27.75,0,1,0,0,1,0,0,1
46.25,28.25,0,0,0,0,1,0,0,1
46.25,28.75,0,1,0,0,1,0,0,1
46.25,29.25,0,1,0,0,0,0,0,1
46.25,29.75,0,0,0,0,0,0,0,0
46.75,-2.25,0,0,0,1,1,0,0,0
46.75,-1.75,0,0,0,1,1,0,0,1
46.75,-1.25,0,0,0,1,1,0,0,1
46.75,-0.75,0,0,0,1,1,1,0,1
46.75,-0.25,0,0,0,1,1,0,0,1
46.75,0.25,0,0,0,1,0,0,0,1
46.75,0.75,0,0,0,1,0,0,0,1
46.75,1.25,0,0,0,1,1,0,0,1
46.75,1.75,0,0,0,1,1,0,0,1
46.75,2.25,0,1,0,1,1,0,0,1
46.75,2.75,0,0,0,1,1,0,0,1
46.75,3.25,0,1,0,1,1,0,0,1
46.75,3.75,0,1,0,1,1,0,0,1
46.75,4.25,0,0,0,1,1,0,0,1
46.75,4.75,0,0,0,1,1,0,0,1
46.75,5.25,0,1,0,1,0,0,0,1
46.75,5.75,0,0,0,1,1,0,0,1
46.75,6.25,0,1,0,1,1,0,0,1
46.75,6.75,0,0,0,1,1,0,0,1
46.75,7.25,1,0,0,1,1,0,0,1
46.75,7.75,0,0,0,1,1,0,0,1
46.75,8.25,0,0,0,1,1,0,1,1
46.75,8.75,0,0,0,1,1,0,0,1
46.75,9.25,0,0,0,1,1,0,1,1
46.75,9.75,1,0,0,1,1,0,1,1
46.75,10.25,0,0,0,1,1,0,1,1
46.75,10.75,0,0,0,0,0,0,1,1
46.75,11.25,1,0,0,0,0,0,1,1
46.75,11.75,0,0,0,0,0,0,1,1
46.75,12.25,1,0,0,0,0,0,1,1
46.75,12.75,1,0,0,0,0,0,0,1
46.75,13.25,0,0,0,0,0,0,0,1
46.75,13.75,0,0,0,0,1,0,0,1
46.75,14.25,1,0,0,0,1,0,0,1
46.75,14.75,1,1,0,0,1,0,0,1
46.75,15.25,1,1,0,0,1,1,0,1
46.75,15.75,0,1,0,0,1,0,0,1
46.75,16.25,0,0,0,0,1,0,0,1
46.75,16.75,0,1,0,0,1,0,0,1
46.75,17.25,0,1,0,0,1,0,0,1
46.75,17.75,0,0,0,0,1,0,0,1
46.75,18.25,0,1,0,0,1,0,0,1
46.75,18.75,0,1,0,0,1,0,0,1
46.75,19.25,0,1,0,0,1,0,0,1
46.75,19.75,0,0,0,0,1,0,0,1
46.75,20.25,0,1,0,0,1,0,0,1
46.75,20.75,0,0,0,0,1,0,0,1
46.75,21.25,0,0,0,0,1,0,0,1
46.75,21.75,0,1,0,0,1,0,0,1
46.75,22.25,0,0,0,0,1,0,0,1
46.75,22.75,1,0,0,0,1,0,0,1
46.75,23.25,0,0,0,0,1,0,0,1
46.75,23.75,0,0,0,0,1,0,0,1
46.75,24.25,0,1,0,0,1,0,0,1
46.75,24.75,0,1,0,0,1,0,0,1
46.75,25.25,1,1,0,0,1,0,0,1
46.75,25.75,0,0,0,0,1,0,0,1
46.75,26.25,1,0,0,0,1,0,0,1
46.75,26.75,0,1,0,0,1,0,0,1
46.75,27.25,0,1,0,0,1,0,0,1
46.75,27.75,0,1,0,0,1,0,0,1
46.75,28.25,0,0,0,0,1,0,0,1
46.75,28.75,0,1,0,0,1,0,0,1
46.75,29.25,0,1,0,0,0,0,0,1
46.75,29.75,0,0,0,0,0,0,0,1
47.25,-3.25,0,0,0,1,0,0,0,0
47.25,-2.75,0,0,0,1,1,0,0,0
47.25,-2.25,0,0,0,1,1,1,0,0
47.25,-1.75,0,0,0,1,1,0,0,1
47.25,-1.25,0,0,0,1,1,1,0,1
47.25,-0.75,0,0,0,1,1,0,0,1
47.25,-0.25,0,0,0,1,1,0,0,1
47.25,0.25,0,0,0,1,1,1,0,1
47.25,0.75,0,0,0,1,1,0,0,1
47.25,1.25,0,0,0,1,1,0,0,1
47.25,1.75,0,0,0,1,1,0,0,1
47.25,2.25,0,0,0,1,1,1,0,1
47.25,2.75,0,0,0,1,1,1,0,1
47.25,3.25,0,0,0,1,1,0,0,1
47.25,3.75,0,0,0,1,1,0,0,1
47.25,4.25,0,0,0,1,1,0,0,1
47.25,4.75,1,0,0,1,0,0,0,1
47.25,5.25,0,1,0,1,1,0,0,1
