lat,lon,bio1_mean,bio2_mean,bio3_mean,bio4_mean,bio5_mean,bio6_mean,bio7_mean,bio8_mean,bio9_mean,bio10_mean,bio11_mean,bio12_mean,bio13_mean,bio14_mean,bio15_mean,bio16_mean,bio17_mean,bio18_mean,bio19_mean,tmin1_mean,tmin2_mean,tmin3_mean,tmin4_mean,tmin5_mean,tmin6_mean,tmin7_mean,tmin8_mean,tmin9_mean,tmin10_mean,tmin11_mean,tmin12_mean,tmax1_mean,tmax2_mean,tmax3_mean,tmax4_mean,tmax5_mean,tmax6_mean,tmax7_mean,tmax8_mean,tmax9_mean,tmax10_mean,tmax11_mean,tmax12_mean,alt_mean,prec1_mean,prec2_mean,prec3_mean,prec4_mean,prec5_mean,prec6_mean,prec7_mean,prec8_mean,prec9_mean,prec10_mean,prec11_mean,prec12_mean
36.25,28.25,199,72.5999984741211,31.3999996185303,5794.7998046875,320,91.5999984741211,228.600006103516,147,273.600006103516,273.600006103516,129.600006103516,876,210.800003051758,0.600000023841858,100.199996948242,548.200012207031,6,11.1999998092651,431.600006103516,93.1999969482422,91.5999984741211,105.400001525879,134.600006103516,173,221.800003051758,236.800003051758,249.399993896484,222.600006103516,177,137.600006103516,109.199996948242,154.600006103516,158,176.399993896484,211.199996948242,253,299.200012207031,314.399993896484,320,298.200012207031,253.800003051758,212.199996948242,174.199996948242,95.4,208.399993896484,109.599998474121,88.5999984741211,26,20.2000007629395,3.59999990463257,1.79999995231628,0.600000023841858,12.1999998092651,64.8000030517578,129.600006103516,210.199996948242
36.75,-1.75,191,87,37,5059,315,82,233,167,256,260,131,241,36,2,48,90,16,24,85,82,89,105,124,156,189,219,225,203,161,119,93,168,177,192,210,241,277,311,315,290,246,206,179,96,32,25,23,19,17,11,2,3,20,36,26,28
36.75,-2.25,186.66667175293,84.8333358764648,36.1666679382324,5085.66650390625,311.333343505859,80.1666641235352,231.33332824707,151.33332824707,252.5,257.166656494141,127.666664123535,241.5,33.6666679382324,2,48,87.1666641235352,15.6666669845581,23.3333339691162,86.3333358764648,80.1666641235352,85.8333358764648,101.833335876465,120.5,152.16667175293,185.16667175293,216.16667175293,222.5,200.83332824707,157.83332824707,116.833335876465,91.1666641235352,162.66667175293,171.5,185.66667175293,205.66667175293,236,272.833343505859,307,311.333343505859,285.333343505859,240.33332824707,200.66667175293,172.83332824707,175.833333333333,33.1666679382324,25.1666660308838,25,20.3333339691162,17.3333339691162,10.6666669845581,2,2.83333325386047,18.1666660308838,33.5,25.5,27.8333339691162
36.75,-2.75,169.33332824707,97.8333358764648,36.6666679382324,5632,315.5,53.5,261.833343505859,108.333335876465,244,247,103.666664123535,340.833343505859,47,4.66666650772095,47.8333320617676,126.5,24.5,32.5,124,53.5,60,77.8333358764648,96.5,127.833335876465,165,196.16667175293,201,176,133,91.8333358764648,67.3333358764648,140.33332824707,153,169.16667175293,193.5,226.66667175293,273.666656494141,314,314,280,226.33332824707,181.66667175293,147.66667175293,571.666666666667,46.6666679382324,35.3333320617676,42.5,32.8333320617676,25.1666660308838,12.8333330154419,4.66666650772095,7,20.8333339691162,38,32.6666679382324,41.6666679382324
36.75,-3.25,159.33332824707,110.666664123535,37.8333320617676,6040.16650390625,324.666656494141,34.6666679382324,289.833343505859,92.3333358764648,240.83332824707,241.83332824707,88.6666641235352,421.166656494141,59.5,5.66666650772095,49.6666679382324,161.83332824707,27.8333339691162,37.8333320617676,160.16667175293,34.6666679382324,43.3333320617676,62.6666679382324,81,112.333335876465,152,182.5,185,157.66667175293,115,74.3333358764648,49.6666679382324,127.5,144.33332824707,162.16667175293,189,225.16667175293,280.166656494141,324.666656494141,321,280.333343505859,220.16667175293,171,132.66667175293,813.666666666667,59.5,46,54.1666679382324,40.3333320617676,30.3333339691162,13.5,5.66666650772095,8.5,23.3333339691162,41.5,43,54.3333320617676
36.75,-3.75,164.83332824707,111.833335876465,38,5997.16650390625,329.5,39.6666679382324,289.666656494141,102.5,245.5,245.66667175293,93.6666641235352,447.166656494141,67.3333358764648,4.83333349227905,55.5,183.16667175293,24,25.3333339691162,180.5,39.6666679382324,49.8333320617676,69.1666641235352,86.8333358764648,118.5,157.66667175293,185.66667175293,188,160.33332824707,119,77.5,53.1666679382324,132.33332824707,151,169.33332824707,196.16667175293,234.66667175293,288.166656494141,329.5,325.5,283.5,225,174.83332824707,137.5,713.166666666667,67.3333358764648,51.8333320617676,55,39.8333320617676,28.8333339691162,12.5,4.83333349227905,6.5,21.5,43,54.1666679382324,61.1666679382324
36.75,-4.25,178.285720825195,100.571426391602,38,5524.28564453125,322,61.5714302062988,260.571441650391,121.571426391602,252,252.571426391602,112.857139587402,504.714294433594,80.2857131958008,3.28571438789368,63.5714302062988,227.428573608398,20.7142848968506,24,218.714279174805,61.5714302062988,70.8571395874023,88.2857131958008,106.714286804199,137.428573608398,175.714279174805,201.714279174805,204.285720825195,180.285720825195,139,97.7142868041992,74.4285736083984,150.428573608398,164.142852783203,181,207.285720825195,245.142852783203,287.714294433594,321.285705566406,320.857147216797,286.285705566406,233.571426391602,188.857147216797,157,427.857142857143,79.7142868041992,63.2857131958008,61.5714302062988,37.2857131958008,25.7142848968506,12.2857141494751,3.28571438789368,5,19.1428565979004,49.2857131958008,72.4285736083984,75.2857131958008
36.75,-4.75,178,98.8888854980469,38.7777786254883,5330.33349609375,317.666656494141,65.3333358764648,252.444442749023,124.222221374512,248.111114501953,250.222229003906,115.111114501953,601,96.8888854980469,2.22222232818604,68.1111145019531,279.444458007812,19.5555553436279,27.4444446563721,268.888885498047,65.3333358764648,72,87.8888854980469,108.333335876465,137.111114501953,173.222229003906,198.555557250977,201.555557250977,180.66667175293,140.444442749023,100.333335876465,77.4444427490234,153.222229003906,163.555557250977,179.888885498047,206.222229003906,244.111114501953,282.333343505859,315.777770996094,317.666656494141,285.777770996094,232.888885498047,189.777770996094,159.222229003906,411.333333333333,96.5555572509766,77.5555572509766,78,40.4444427490234,27.4444446563721,12.6666669845581,2.22222232818604,4.66666650772095,20.2222213745117,58.5555572509766,87.7777786254883,95
36.75,-5.25,163.555557250977,105,39,5591.66650390625,314.666656494141,47.8888893127441,266.888885498047,106.555557250977,237,239.222229003906,97.4444427490234,727.444458007812,115.888885498047,2.44444441795349,68.1111145019531,327.888885498047,21.8888893127441,31.5555553436279,323,47.8888893127441,53.5555572509766,70.6666641235352,92.1111145019531,120.666664123535,155.555557250977,180.111114501953,183.777770996094,163.444442749023,123.666664123535,83.1111145019531,58.5555572509766,136.33332824707,147.66667175293,165.222229003906,193,234,274.333343505859,313.333343505859,314.666656494141,279.666656494141,221,173.66667175293,139.777770996094,677.111111111111,115.111114501953,95.1111145019531,104.333335876465,49.1111106872559,33.8888893127441,14.222222328186,2.44444441795349,5.44444465637207,24.1111106872559,71,100.111114501953,112.555557250977
36.75,-5.75,183.222229003906,89.7777786254883,36.8888893127441,5321.4443359375,315.222229003906,74.5555572509766,240.555557250977,126.888885498047,251.111114501953,254.33332824707,118.555557250977,651.888916015625,105.222221374512,1,68.8888854980469,291.333343505859,17,25.7777786254883,283.333343505859,74.5555572509766,82.1111145019531,99.7777786254883,120.333335876465,151.444442749023,181.444442749023,204.555557250977,211.222229003906,193.111114501953,152.33332824707,108.333335876465,80.6666641235352,152.777770996094,166,183.555557250977,207.777770996094,248.66667175293,279.777770996094,313.666656494141,315.111114501953,287.222229003906,237.222229003906,189.555557250977,155.222229003906,172.444444444444,96.2222213745117,81.7777786254883,93.7777786254883,44.6666679382324,27.7777786254883,12.777777671814,1,3.11111116409302,21.4444446563721,73.8888854980469,90,105.222221374512
